farmer_id,predicted_score,reason_1_feature,reason_2_feature,reason_3_feature,reason_1_shap,reason_2_shap,reason_3_shap
F02089,669.99,pm_kisan_status,land_area_acres,irrigation_type,-64.3174,-40.8362,-7.9712
F02091,807.84,historical_repayment_score,crop_type,pm_kisan_status,54.5003,-34.1366,32.9063
F02092,799.99,pm_kisan_status,historical_repayment_score,irrigation_type,25.1153,7.8681,-6.5345
F02093,691.57,historical_repayment_score,irrigation_type,pm_kisan_status,-145.9718,29.4291,28.3109
F02099,864.03,historical_repayment_score,land_area_acres,pm_kisan_status,43.4833,33.4292,29.5622
F02103,652.64,land_area_acres,annual_income_inr,pm_kisan_status,-60.3595,-49.9374,23.0089
F02104,734.88,pm_kisan_status,historical_repayment_score,land_area_acres,-66.885,48.7911,-31.2293
F02106,657.93,historical_repayment_score,pm_kisan_status,land_area_acres,-110.9684,26.2018,-22.9112
F02109,711.3,land_area_acres,historical_repayment_score,pm_kisan_status,-65.0177,-62.817,27.9915
F02123,731.78,pm_kisan_status,land_area_acres,liability_ratio_pct,-64.4688,25.8815,-12.1129
F02125,715.24,land_area_acres,crop_type,pm_kisan_status,-61.4294,-30.372,29.5328
F02126,667.62,land_area_acres,pm_kisan_status,crop_type,-56.1051,-52.4136,24.031
F02128,816.45,pm_kisan_status,historical_repayment_score,land_area_acres,-66.5187,54.3497,34.767
F02139,812.03,pm_kisan_status,historical_repayment_score,land_area_acres,-61.4075,57.7567,35.9555
F02140,683.66,pm_kisan_status,historical_repayment_score,land_area_acres,-58.1293,-48.4859,35.313
F02142,681.58,pm_kisan_status,historical_repayment_score,irrigation_type,-57.2875,-40.786,6.6416
F02145,851.73,historical_repayment_score,pm_kisan_status,land_area_acres,81.8401,-58.4856,41.5906
F02146,780.34,pm_kisan_status,historical_repayment_score,land_area_acres,-52.676,39.6298,8.9369
F02150,797.57,pm_kisan_status,land_area_acres,historical_repayment_score,30.2225,-27.7959,14.8509
F02151,804.45,pm_kisan_status,historical_repayment_score,land_area_acres,-68.7217,56.6891,29.9191
F02153,802.73,pm_kisan_status,historical_repayment_score,land_area_acres,-60.3339,39.8141,35.8357
F02155,886.89,historical_repayment_score,land_area_acres,pm_kisan_status,42.5242,34.2545,29.4797
F02159,873.45,historical_repayment_score,land_area_acres,pm_kisan_status,37.2994,32.4659,27.9225
F02163,848.15,historical_repayment_score,pm_kisan_status,land_area_acres,96.3239,-50.6868,13.2049
F02165,786.86,pm_kisan_status,historical_repayment_score,land_area_acres,-56.7609,46.8379,27.7514
F02166,693.41,historical_repayment_score,pm_kisan_status,land_area_acres,-56.5261,-51.5916,28.3693
F02167,726.14,pm_kisan_status,land_area_acres,crop_type,-50.9373,-25.4135,20.5963
F02171,643.75,pm_kisan_status,historical_repayment_score,liability_ratio_pct,-51.1486,-42.7066,-42.5864
F02184,818.08,land_area_acres,pm_kisan_status,irrigation_type,32.2155,27.2213,-8.7767
F02185,756.11,historical_repayment_score,land_area_acres,pm_kisan_status,-66.9219,37.3089,23.6034
F02188,859.32,land_area_acres,pm_kisan_status,irrigation_type,36.6027,31.0071,9.1021
F02195,783.57,historical_repayment_score,pm_kisan_status,land_area_acres,57.6213,-56.5399,10.6203
F02200,900.06,historical_repayment_score,land_area_acres,pm_kisan_status,61.5537,32.4533,31.6235
F02201,760.65,pm_kisan_status,land_area_acres,irrigation_type,-58.2173,37.7852,-8.6797
F02207,937.39,historical_repayment_score,land_area_acres,pm_kisan_status,91.5826,35.7159,28.8321
F02211,714.76,pm_kisan_status,land_area_acres,historical_repayment_score,-53.1975,7.6744,-6.4883
F02214,596.21,historical_repayment_score,ndvi_score,pm_kisan_status,-179.1864,-29.2489,25.103
F02215,724.55,historical_repayment_score,pm_kisan_status,land_area_acres,76.8533,-62.7859,-36.9273
F02216,750.83,pm_kisan_status,land_area_acres,historical_repayment_score,-53.2042,33.5038,-14.0589
F02218,798.02,historical_repayment_score,pm_kisan_status,land_area_acres,105.2263,-49.8623,34.7827
F02224,833.04,historical_repayment_score,pm_kisan_status,land_area_acres,34.2324,30.1814,-18.0135
F02227,755.74,historical_repayment_score,land_area_acres,pm_kisan_status,-69.6858,26.4091,24.697
F02229,888.14,historical_repayment_score,pm_kisan_status,land_area_acres,78.0709,25.8132,25.017
F02236,681.09,historical_repayment_score,irrigation_type,pm_kisan_status,-75.6696,-25.1928,22.3077
F02241,794.29,pm_kisan_status,land_area_acres,historical_repayment_score,30.2092,-20.5482,7.8504
F02245,819.21,land_area_acres,pm_kisan_status,crop_type,40.6836,27.1904,-26.1012
F02252,804.97,pm_kisan_status,historical_repayment_score,land_area_acres,-61.0572,39.9363,33.6918
F02259,793.99,crop_type,historical_repayment_score,pm_kisan_status,-32.4463,30.7217,22.4768
F02264,632.02,historical_repayment_score,pm_kisan_status,land_area_acres,-56.2001,-49.0278,-19.5925
F02271,780.36,historical_repayment_score,land_area_acres,pm_kisan_status,-99.0033,33.716,26.3478
F02272,696.33,historical_repayment_score,land_area_acres,pm_kisan_status,-115.941,33.113,25.6753
F02275,700.88,historical_repayment_score,land_area_acres,pm_kisan_status,-119.041,29.8183,24.6872
F02279,506.12,historical_repayment_score,land_area_acres,irrigation_type,-217.0286,-58.0318,-39.3275
F02296,835.2,historical_repayment_score,pm_kisan_status,land_area_acres,32.9739,25.1491,-13.4558
F02302,874.28,historical_repayment_score,pm_kisan_status,irrigation_type,70.8869,24.8773,-9.6638
F02308,856.4,historical_repayment_score,pm_kisan_status,land_area_acres,90.5111,-61.1039,35.5988
F02311,846.5,land_area_acres,pm_kisan_status,annual_income_inr,32.8062,28.9682,-20.6765
F02315,944.43,historical_repayment_score,land_area_acres,pm_kisan_status,80.1693,35.6247,31.7086
F02316,658.53,pm_kisan_status,historical_repayment_score,irrigation_type,-59.5475,-56.2155,13.3127
F02318,693.07,pm_kisan_status,historical_repayment_score,land_area_acres,-54.0573,-52.9052,23.0649
F02324,851.81,historical_repayment_score,pm_kisan_status,land_area_acres,63.3089,30.2244,-27.597
F02325,778.58,historical_repayment_score,pm_kisan_status,crop_type,72.6761,-47.9918,-28.7874
F02330,680.82,pm_kisan_status,land_area_acres,historical_repayment_score,-67.6469,-60.3858,51.2627
F02333,792.19,historical_repayment_score,crop_type,pm_kisan_status,34.979,-34.2586,24.9835
F02335,709.66,historical_repayment_score,pm_kisan_status,land_area_acres,-56.1848,-55.4653,28.7641
F02336,643.31,historical_repayment_score,pm_kisan_status,irrigation_type,-100.9169,-52.7114,10.6373
F02341,710.49,pm_kisan_status,liability_ratio_pct,irrigation_type,-41.1854,-26.4857,-9.7917
F02347,903.19,historical_repayment_score,land_area_acres,pm_kisan_status,70.6661,37.4804,30.4648
F02351,813.65,historical_repayment_score,pm_kisan_status,land_area_acres,35.3525,22.822,-10.8287
F02352,665.13,historical_repayment_score,pm_kisan_status,liability_ratio_pct,-57.6217,-48.3953,-15.5482
F02353,730.77,pm_kisan_status,historical_repayment_score,land_area_acres,-55.2147,30.7557,-20.5795
F02354,762.5,pm_kisan_status,land_area_acres,historical_repayment_score,-57.0251,36.2955,-8.0881
F02355,871.26,historical_repayment_score,pm_kisan_status,ndvi_score,34.7336,26.7788,8.345
F02357,744.65,crop_type,pm_kisan_status,land_area_acres,-30.4701,27.3785,-24.3526
F02361,914.45,historical_repayment_score,land_area_acres,pm_kisan_status,74.5654,34.7078,29.7289
F02366,733.24,land_area_acres,historical_repayment_score,pm_kisan_status,-58.165,-38.7972,30.0971
F02367,793.95,historical_repayment_score,pm_kisan_status,crop_type,-30.9275,27.0059,19.9825
F02368,764.95,pm_kisan_status,historical_repayment_score,land_area_acres,-58.391,41.2856,32.2126
F02370,829.04,land_area_acres,pm_kisan_status,ndvi_score,36.8091,27.4592,-23.2074
F02381,768.11,pm_kisan_status,historical_repayment_score,crop_type,-53.0178,34.5781,-29.738
F02390,674.4,pm_kisan_status,historical_repayment_score,irrigation_type,-53.4369,-50.3023,14.5092
F02391,901.05,historical_repayment_score,pm_kisan_status,irrigation_type,98.0263,27.2248,-9.4588
F02392,701.37,pm_kisan_status,land_area_acres,irrigation_type,-54.1856,-24.6784,8.7142
F02396,806.58,historical_repayment_score,land_area_acres,pm_kisan_status,40.9584,-40.3871,29.4004
F02400,772.91,land_area_acres,historical_repayment_score,pm_kisan_status,-56.5958,55.2912,28.9609
F02411,957.92,historical_repayment_score,land_area_acres,pm_kisan_status,95.7817,35.1332,29.4408
F02422,764.37,historical_repayment_score,land_area_acres,pm_kisan_status,-64.8949,32.3184,26.8232
F02424,795.36,crop_type,land_area_acres,pm_kisan_status,-39.4861,39.4369,30.5676
F02426,726.91,historical_repayment_score,pm_kisan_status,land_area_acres,-141.197,27.1981,24.7503
F02429,792.49,annual_income_inr,historical_repayment_score,land_area_acres,-57.6279,36.7363,29.7712
F02435,803.01,pm_kisan_status,historical_repayment_score,land_area_acres,-58.4472,37.8499,35.756
F02436,752.37,pm_kisan_status,historical_repayment_score,land_area_acres,-53.5509,36.0532,-32.4813
F02439,677.96,historical_repayment_score,pm_kisan_status,irrigation_type,-164.8727,30.2572,28.379
F02440,811.99,pm_kisan_status,historical_repayment_score,irrigation_type,29.6163,-11.0771,8.5623
F02442,768.15,pm_kisan_status,land_area_acres,historical_repayment_score,-60.0601,34.3543,18.8698
F02445,790.35,historical_repayment_score,land_area_acres,pm_kisan_status,-51.6922,36.5244,26.1309
F02449,874.16,historical_repayment_score,land_area_acres,pm_kisan_status,39.3358,32.6292,28.9284
F02454,939.55,historical_repayment_score,land_area_acres,pm_kisan_status,101.0916,37.8179,28.1652
F02458,813.69,crop_type,historical_repayment_score,pm_kisan_status,-32.0483,29.3071,22.2252
F02459,608.24,land_area_acres,pm_kisan_status,historical_repayment_score,-66.511,-61.559,-42.3676
F02463,846.84,historical_repayment_score,crop_type,pm_kisan_status,86.6665,-32.647,25.2405
F02468,862.08,historical_repayment_score,pm_kisan_status,land_area_acres,37.2501,24.9222,21.0571
F02472,648.29,historical_repayment_score,pm_kisan_status,crop_type,-56.0748,-49.7097,-30.4192
F02473,827.05,land_area_acres,pm_kisan_status,irrigation_type,34.3278,28.3587,-10.9547
F02476,639.55,land_area_acres,historical_repayment_score,pm_kisan_status,-78.7888,-73.0358,22.7682
F02479,701.41,pm_kisan_status,historical_repayment_score,land_area_acres,-61.2847,-37.0901,29.9431
F02484,846.44,land_area_acres,pm_kisan_status,historical_repayment_score,36.6415,29.4825,-10.8315
F02492,829.08,historical_repayment_score,crop_type,land_area_acres,81.961,-31.8445,-30.2947
F02495,671.94,pm_kisan_status,historical_repayment_score,land_area_acres,-58.8296,-29.3073,-22.5067
F02502,660.6,historical_repayment_score,pm_kisan_status,irrigation_type,-53.3848,-45.7603,-16.1859
F02505,881.53,historical_repayment_score,pm_kisan_status,land_area_acres,95.6611,32.2691,-26.35
F02507,748.2,pm_kisan_status,historical_repayment_score,land_area_acres,-53.2966,34.6618,-33.5931
F02509,710.59,historical_repayment_score,pm_kisan_status,crop_type,-53.0542,-49.6396,22.2428
F02511,610.04,historical_repayment_score,pm_kisan_status,land_area_acres,-74.5668,-59.5642,-54.2933
F02519,904.49,historical_repayment_score,pm_kisan_status,land_area_acres,62.0914,30.951,20.4132
F02525,795.87,historical_repayment_score,land_area_acres,pm_kisan_status,-59.0298,29.4715,26.6862
F02528,793.74,pm_kisan_status,historical_repayment_score,land_area_acres,-56.0932,39.2253,30.4523
F02529,790.57,pm_kisan_status,historical_repayment_score,irrigation_type,24.5457,-9.8828,6.8331
F02531,727.65,land_area_acres,pm_kisan_status,irrigation_type,-52.5467,31.1437,-10.1172
F02535,937.82,historical_repayment_score,land_area_acres,pm_kisan_status,90.4815,39.412,28.9946
F02556,905.01,historical_repayment_score,land_area_acres,pm_kisan_status,43.985,33.7526,30.4619
F02558,715.31,land_area_acres,historical_repayment_score,pm_kisan_status,-46.3348,-34.2513,30.026
F02560,822.66,historical_repayment_score,pm_kisan_status,land_area_acres,39.8001,29.9728,-24.8911
F02562,822.06,land_area_acres,historical_repayment_score,pm_kisan_status,-54.3163,40.6115,28.8477
F02563,726.91,pm_kisan_status,rainfall_deviation_pct,land_area_acres,-53.2953,-9.7651,7.5369
F02566,831.11,historical_repayment_score,pm_kisan_status,land_area_acres,66.7746,-60.2674,34.8016
F02568,847.35,land_area_acres,pm_kisan_status,crop_type,36.8901,29.1528,-11.8508
F02570,583.08,land_area_acres,pm_kisan_status,historical_repayment_score,-64.9363,-55.8926,-35.444
F02578,826.23,historical_repayment_score,land_area_acres,pm_kisan_status,100.3001,-55.5262,32.7383
F02581,906.1,historical_repayment_score,land_area_acres,pm_kisan_status,75.6697,41.7239,28.2528
F02586,879.6,historical_repayment_score,land_area_acres,pm_kisan_status,61.9359,35.7033,32.6388
F02590,830.9,historical_repayment_score,pm_kisan_status,land_area_acres,39.1085,29.042,-26.9531
F02594,813.07,historical_repayment_score,pm_kisan_status,irrigation_type,93.3615,-49.6756,-7.4442
F02606,798.6,historical_repayment_score,pm_kisan_status,ndvi_score,-33.7071,32.8426,9.6793
F02612,853.45,land_area_acres,pm_kisan_status,historical_repayment_score,34.7928,29.0279,-9.3652
F02614,838.31,land_area_acres,pm_kisan_status,historical_repayment_score,38.3066,27.2964,15.4898
F02615,852.68,historical_repayment_score,pm_kisan_status,land_area_acres,73.8481,30.2114,-27.5649
F02616,603.06,land_area_acres,pm_kisan_status,historical_repayment_score,-65.5817,-63.964,-53.1863
F02621,781.32,pm_kisan_status,historical_repayment_score,crop_type,-55.0826,53.3275,7.1323
F02624,741.68,historical_repayment_score,land_area_acres,pm_kisan_status,-65.6469,31.5478,24.2449
F02625,903.08,historical_repayment_score,land_area_acres,crop_type,96.2948,35.539,-28.3222
F02627,796.26,pm_kisan_status,historical_repayment_score,land_area_acres,-55.2626,38.9463,38.0001
F02629,757.06,land_area_acres,pm_kisan_status,ndvi_score,-54.5815,29.1526,9.3385
F02632,835.84,historical_repayment_score,pm_kisan_status,rainfall_deviation_pct,30.6262,25.6435,-16.9878
F02633,637.56,historical_repayment_score,pm_kisan_status,land_area_acres,-107.0374,-51.191,31.483
F02643,744.82,historical_repayment_score,pm_kisan_status,land_area_acres,-129.8331,26.3573,25.4192
F02654,725.42,land_area_acres,pm_kisan_status,historical_repayment_score,-58.6513,-56.8277,48.2307
F02657,571.19,historical_repayment_score,land_area_acres,pm_kisan_status,-126.4251,-62.6346,30.7518
F02658,707.17,pm_kisan_status,land_area_acres,historical_repayment_score,-55.0443,35.919,-32.2283
F02668,815.28,land_area_acres,historical_repayment_score,pm_kisan_status,-53.5474,40.6762,30.321
F02669,829.7,land_area_acres,pm_kisan_status,crop_type,38.9583,29.7666,-26.4976
F02671,686.37,historical_repayment_score,pm_kisan_status,crop_type,-57.8738,-47.4037,21.2946
F02674,850.0,historical_repayment_score,crop_type,pm_kisan_status,81.9782,-29.6153,27.4979
F02689,901.78,historical_repayment_score,land_area_acres,pm_kisan_status,64.7296,29.8108,27.7401
F02690,889.0,historical_repayment_score,pm_kisan_status,irrigation_type,80.4152,21.5274,7.7618
F02691,710.57,land_area_acres,historical_repayment_score,pm_kisan_status,-59.3298,-38.2433,32.9564
F02695,820.5,land_area_acres,pm_kisan_status,crop_type,47.2619,26.3044,-24.8726
F02703,761.02,historical_repayment_score,crop_type,land_area_acres,46.4004,-29.4098,-29.1122
F02705,923.12,historical_repayment_score,land_area_acres,pm_kisan_status,91.5225,34.2043,31.0423
F02707,833.89,land_area_acres,pm_kisan_status,crop_type,34.5001,27.1029,18.8082
F02708,793.67,pm_kisan_status,historical_repayment_score,land_area_acres,-60.3929,38.4541,27.4714
F02713,807.01,historical_repayment_score,pm_kisan_status,annual_income_inr,38.9986,23.4582,-14.1419
F02718,846.92,historical_repayment_score,pm_kisan_status,land_area_acres,60.291,30.4613,-26.8423
F02722,744.37,historical_repayment_score,land_area_acres,pm_kisan_status,-100.7173,35.0974,27.287
F02726,579.18,historical_repayment_score,pm_kisan_status,crop_type,-115.8524,-51.9911,-29.4375
F02727,790.9,pm_kisan_status,land_area_acres,ndvi_score,30.195,-26.6595,9.0311
F02728,819.43,historical_repayment_score,pm_kisan_status,land_area_acres,91.5072,-61.3705,42.289
F02729,832.34,historical_repayment_score,pm_kisan_status,land_area_acres,35.0906,27.7164,-22.9561
F02730,682.75,pm_kisan_status,liability_ratio_pct,historical_repayment_score,-53.796,-36.6896,-11.4996
F02733,879.03,historical_repayment_score,land_area_acres,crop_type,74.275,39.5362,-29.5509
F02734,860.47,historical_repayment_score,pm_kisan_status,rainfall_deviation_pct,72.0933,24.0235,-17.6928
F02738,761.57,pm_kisan_status,land_area_acres,irrigation_type,27.4436,-15.8055,-10.7703
F02739,672.8,pm_kisan_status,crop_type,land_area_acres,-56.134,-30.3025,-25.1316
F02743,816.36,land_area_acres,pm_kisan_status,irrigation_type,36.6622,27.1788,-9.4256
F02745,817.92,historical_repayment_score,land_area_acres,pm_kisan_status,44.0152,-30.0224,26.568
F02751,814.54,pm_kisan_status,land_area_acres,irrigation_type,25.8005,-11.3757,9.2666
F02752,794.99,historical_repayment_score,pm_kisan_status,irrigation_type,-34.9154,29.7875,8.9129
F02756,700.33,pm_kisan_status,historical_repayment_score,land_area_acres,-49.9476,-38.6172,8.2066
F02760,769.52,pm_kisan_status,historical_repayment_score,crop_type,-53.0033,42.6231,8.6217
F02761,612.56,historical_repayment_score,land_area_acres,pm_kisan_status,-156.9283,-68.0683,24.9665
F02765,795.5,land_area_acres,historical_repayment_score,pm_kisan_status,-51.6232,45.8106,31.2711
F02775,564.02,historical_repayment_score,liability_ratio_pct,pm_kisan_status,-165.031,-60.6496,21.6409
F02781,739.21,historical_repayment_score,land_area_acres,pm_kisan_status,-55.5623,-46.8772,30.6527
F02782,793.54,pm_kisan_status,land_area_acres,historical_repayment_score,29.3754,-22.313,10.7312
F02786,698.34,historical_repayment_score,land_area_acres,crop_type,-67.5804,41.2433,-29.1821
F02804,759.31,pm_kisan_status,land_area_acres,irrigation_type,-55.7998,40.0731,-9.6124
F02809,865.29,historical_repayment_score,pm_kisan_status,land_area_acres,84.5827,25.8996,-14.0248
F02816,759.56,historical_repayment_score,land_area_acres,pm_kisan_status,-103.9731,30.2039,29.9629
F02817,810.48,land_area_acres,historical_repayment_score,pm_kisan_status,-52.1663,43.6659,32.9105
F02818,682.14,pm_kisan_status,historical_repayment_score,land_area_acres,-54.9281,-30.807,-17.336
F02825,823.27,historical_repayment_score,pm_kisan_status,irrigation_type,40.3223,23.8079,-12.0734
F02828,667.1,historical_repayment_score,pm_kisan_status,irrigation_type,-116.6206,25.2725,-19.3031
F02829,785.36,pm_kisan_status,historical_repayment_score,land_area_acres,-59.4543,42.209,36.3716
F02831,743.07,pm_kisan_status,historical_repayment_score,liability_ratio_pct,-61.3457,56.0764,-20.4958
F02833,738.84,historical_repayment_score,pm_kisan_status,crop_type,-48.4231,26.2799,-25.3933
F02834,599.83,pm_kisan_status,land_area_acres,crop_type,-54.1277,-53.4708,-31.4784
F02841,850.17,land_area_acres,pm_kisan_status,historical_repayment_score,36.09,28.4152,12.1384
F02856,853.05,historical_repayment_score,land_area_acres,pm_kisan_status,97.9702,-50.3486,33.0892
F02862,955.38,historical_repayment_score,land_area_acres,pm_kisan_status,87.8917,38.4988,29.3596
F02864,737.11,pm_kisan_status,land_area_acres,historical_repayment_score,-63.9988,29.6515,-10.6329
F02866,770.88,historical_repayment_score,pm_kisan_status,crop_type,38.6208,-38.5028,20.764
F02868,819.28,pm_kisan_status,land_area_acres,historical_repayment_score,25.3059,23.9578,10.4756
F02869,812.08,historical_repayment_score,pm_kisan_status,land_area_acres,56.5657,30.0966,-28.5074
F02876,792.12,historical_repayment_score,pm_kisan_status,land_area_acres,-64.778,30.8639,29.4607
F02877,776.79,historical_repayment_score,pm_kisan_status,land_area_acres,86.8568,-57.6558,-13.169
F02883,931.48,historical_repayment_score,land_area_acres,pm_kisan_status,58.9586,39.8481,33.1527
F02887,877.29,historical_repayment_score,land_area_acres,pm_kisan_status,39.888,37.551,27.8296
F02889,798.67,pm_kisan_status,ndvi_score,irrigation_type,23.5189,7.5286,-7.4419
F02893,836.53,historical_repayment_score,land_area_acres,pm_kisan_status,78.8001,-34.6816,32.2214
F02895,741.0,historical_repayment_score,pm_kisan_status,crop_type,-111.6699,30.4535,20.5978
F02897,704.89,historical_repayment_score,pm_kisan_status,annual_income_inr,-92.3774,26.8646,-20.3715
F02901,878.16,historical_repayment_score,land_area_acres,pm_kisan_status,45.2362,34.6688,30.0
F02903,854.23,historical_repayment_score,pm_kisan_status,crop_type,34.9656,24.8368,8.9345
F02906,763.32,pm_kisan_status,historical_repayment_score,rainfall_deviation_pct,-54.9307,54.2148,-13.6761
F02907,799.81,pm_kisan_status,historical_repayment_score,land_area_acres,-50.0313,37.4553,35.3522
F02909,645.6,historical_repayment_score,land_area_acres,pm_kisan_status,-96.5866,-57.1664,33.2271
F02916,605.19,historical_repayment_score,pm_kisan_status,ndvi_score,-121.3115,-46.9452,-14.0037
F02917,722.19,crop_type,pm_kisan_status,land_area_acres,-31.5503,26.9806,-25.0045
F02920,708.95,historical_repayment_score,land_area_acres,liability_ratio_pct,-80.3805,28.565,-27.4128
F02922,715.85,historical_repayment_score,land_area_acres,pm_kisan_status,-56.8371,-40.1091,26.4724
F02926,792.97,historical_repayment_score,pm_kisan_status,irrigation_type,-27.3866,27.1537,11.1304
F02929,847.35,land_area_acres,pm_kisan_status,crop_type,32.919,27.999,-10.4438
F02930,617.2,land_area_acres,pm_kisan_status,historical_repayment_score,-83.1671,-57.0846,-38.141
F02932,812.16,pm_kisan_status,land_area_acres,irrigation_type,29.4562,-16.9461,8.3605
F02941,584.89,historical_repayment_score,pm_kisan_status,irrigation_type,-127.5767,-52.7696,-14.3923
F02943,692.48,historical_repayment_score,pm_kisan_status,land_area_acres,-82.8095,-45.7209,42.774
F02949,550.66,historical_repayment_score,land_area_acres,pm_kisan_status,-109.5072,-80.1163,-59.5541
F02951,599.36,historical_repayment_score,pm_kisan_status,crop_type,-88.6095,-60.6835,-26.4423
F02956,868.38,land_area_acres,pm_kisan_status,ndvi_score,35.4272,31.1015,8.4879
F02958,790.58,pm_kisan_status,land_area_acres,irrigation_type,28.2665,-16.3174,-9.0919
F02962,918.22,historical_repayment_score,land_area_acres,pm_kisan_status,93.0935,40.2915,26.9608
F02968,818.95,historical_repayment_score,pm_kisan_status,land_area_acres,92.3429,-55.579,12.5665
F02971,721.8,land_area_acres,pm_kisan_status,rainfall_deviation_pct,-30.5144,25.1843,-21.4208
F02977,881.42,historical_repayment_score,pm_kisan_status,crop_type,90.6084,26.7242,-15.097
F02980,489.58,historical_repayment_score,pm_kisan_status,irrigation_type,-182.7231,-55.4906,-24.6496
F02993,861.27,historical_repayment_score,land_area_acres,crop_type,60.0111,45.4567,-40.6039
F02995,673.79,pm_kisan_status,land_area_acres,historical_repayment_score,-63.7287,-59.3483,59.2171
F02999,747.37,historical_repayment_score,pm_kisan_status,land_area_acres,-27.4683,26.4763,-16.9881
F03004,837.94,historical_repayment_score,pm_kisan_status,irrigation_type,37.7779,24.6591,-9.5883
F03009,856.78,historical_repayment_score,pm_kisan_status,land_area_acres,55.8345,30.9912,-18.2978
F03017,731.0,historical_repayment_score,pm_kisan_status,irrigation_type,-98.2506,25.8034,19.7586
F03019,802.9,land_area_acres,historical_repayment_score,pm_kisan_status,-50.6981,42.3764,29.6718
F03020,696.02,pm_kisan_status,historical_repayment_score,liability_ratio_pct,-54.8767,-38.8033,-11.1574
F03021,661.83,historical_repayment_score,pm_kisan_status,irrigation_type,-89.6677,-40.4338,-12.6033
F03024,848.1,historical_repayment_score,land_area_acres,pm_kisan_status,86.7983,-51.5457,33.1252
F03027,737.9,pm_kisan_status,land_area_acres,crop_type,-59.8043,38.2468,-29.3454
F03030,844.69,historical_repayment_score,land_area_acres,pm_kisan_status,64.0695,-52.7285,35.1205
F03031,797.41,land_area_acres,historical_repayment_score,pm_kisan_status,31.5722,-30.1321,26.4419
F03032,829.12,historical_repayment_score,land_area_acres,pm_kisan_status,89.0227,-35.269,28.9038
F03038,784.5,historical_repayment_score,land_area_acres,pm_kisan_status,-63.8532,29.0825,28.3091
F03047,887.0,historical_repayment_score,land_area_acres,pm_kisan_status,37.1385,35.4756,28.0289
F03049,790.35,historical_repayment_score,pm_kisan_status,land_area_acres,-39.2334,31.466,28.9617
F03062,848.21,historical_repayment_score,pm_kisan_status,irrigation_type,35.6267,25.3997,-9.4455
F03068,840.63,historical_repayment_score,pm_kisan_status,land_area_acres,63.953,29.3238,-23.0156
F03069,732.15,pm_kisan_status,crop_type,land_area_acres,-58.1234,27.1024,-25.513
F03070,719.97,pm_kisan_status,historical_repayment_score,land_area_acres,-55.0825,-34.842,32.6323
F03074,794.08,land_area_acres,historical_repayment_score,pm_kisan_status,-56.785,45.6858,28.8934
F03075,684.87,pm_kisan_status,land_area_acres,irrigation_type,-54.5166,-24.9792,-6.3003
F03076,781.0,pm_kisan_status,land_area_acres,irrigation_type,29.2245,-18.5203,-13.0376
F03078,751.98,pm_kisan_status,historical_repayment_score,crop_type,-51.2844,36.4763,-29.2468
F03082,640.94,historical_repayment_score,pm_kisan_status,land_area_acres,-119.4098,-44.6082,34.3207
F03086,824.3,historical_repayment_score,pm_kisan_status,rainfall_deviation_pct,30.1676,24.748,-15.0517
F03088,838.93,historical_repayment_score,pm_kisan_status,land_area_acres,68.8962,-47.5878,22.7316
F03090,778.29,historical_repayment_score,liability_ratio_pct,land_area_acres,-37.9974,-27.5342,26.6848
F03093,838.45,land_area_acres,pm_kisan_status,historical_repayment_score,35.2467,29.5461,10.9972
F03096,843.45,historical_repayment_score,land_area_acres,pm_kisan_status,97.8817,-65.6268,30.2658
F03099,874.87,historical_repayment_score,land_area_acres,pm_kisan_status,35.5394,34.8834,27.6345
F03109,808.58,pm_kisan_status,historical_repayment_score,crop_type,26.3274,-25.4763,23.0301
F03110,831.22,historical_repayment_score,pm_kisan_status,irrigation_type,38.3793,21.9,-9.4387
F03111,814.77,historical_repayment_score,crop_type,pm_kisan_status,55.4168,-32.3092,28.825
F03112,713.05,pm_kisan_status,historical_repayment_score,land_area_acres,-55.9411,-27.7405,27.1772
F03114,616.47,historical_repayment_score,irrigation_type,land_area_acres,-191.5441,-31.4336,31.2676
F03116,877.04,historical_repayment_score,pm_kisan_status,land_area_acres,84.6102,30.4617,-25.7666
F03120,797.83,historical_repayment_score,land_area_acres,pm_kisan_status,36.585,-27.8784,26.2413
F03121,767.02,land_area_acres,historical_repayment_score,pm_kisan_status,-71.1105,44.64,29.6065
F03122,695.5,pm_kisan_status,historical_repayment_score,irrigation_type,-55.7765,-30.5684,6.8404
F03127,855.68,land_area_acres,pm_kisan_status,crop_type,39.8469,26.4059,14.5592
F03130,736.15,historical_repayment_score,pm_kisan_status,irrigation_type,-94.6179,28.7662,13.8288
F03131,860.04,historical_repayment_score,pm_kisan_status,land_area_acres,54.9947,26.5205,-18.3188
F03134,751.48,historical_repayment_score,pm_kisan_status,land_area_acres,-52.924,28.7585,-22.7092
F03141,706.26,historical_repayment_score,pm_kisan_status,land_area_acres,-57.963,-49.0821,42.0281
F03142,683.62,historical_repayment_score,pm_kisan_status,irrigation_type,-141.8962,28.5774,28.0466
F03143,636.73,historical_repayment_score,land_area_acres,pm_kisan_status,-109.3256,-23.9228,22.881
F03149,825.86,historical_repayment_score,pm_kisan_status,land_area_acres,37.6544,27.8503,-16.199
F03152,813.87,land_area_acres,crop_type,pm_kisan_status,34.644,-28.6684,28.4025
F03153,685.67,pm_kisan_status,land_area_acres,irrigation_type,-57.6478,-22.2931,-6.4199
F03154,767.68,land_area_acres,pm_kisan_status,ndvi_score,-59.0456,31.7992,7.4129
